Index,Text,Label,File_Name,P_Beach,P_City,P_Culture,P_Nature,P_Snow
418,"Kronplatz is a beautiful and picturesque tourist destination located in Northern Italy. The region is well-known for its stunning scenery, with verdant mountainsides that offer great views of the surrounding regions. The area's rich cultural heritage is reflected in the many charming villages and the remarkable architecture of the local churches, castles, and other historic buildings. Kronplatz is also home to some of the best ski resorts in Italy, which provide visitors with thrilling winter sports experiences. If you are looking for a getaway that combines exceptional scenery, culture, and outdoor adventure, Kronplatz may be the perfect destination for you.",Snow,Kronplatz Italy  ,0.000014,0.000016,0.000024,0.000023,0.999923
419,"As a tourist in Laax, Switzerland, you'll find yourself surrounded by breathtaking natural landscapes and jaw-dropping mountain views. This charming Alpine village is known for its world-class skiing and snowboarding, with plenty of well-groomed slopes to explore. However, Laax also offers plenty of summer activities, such as biking, hiking, and lake sports. The town itself boasts a lively atmosphere, with plenty of restaurants, bars, and shops to explore. Don't miss out on visiting the Laaxersee, a stunning alpine lake. Overall, Laax is the perfect destination for both adrenaline junkies and those looking for a relaxing outdoor escape.",Snow,Laax Switzerland  ,0.000013,0.000001,0.000002,0.000055,0.999929
420,"Lake Tahoe is a stunning alpine lake located in the Sierra Nevada mountain range. With crystal-clear blue waters, surrounded by snow-capped mountains and dense forests, the views are absolutely breathtaking. There are plenty of outdoor adventures to be had, such as hiking, kayaking, and skiing. During the winter, the area transforms into a snowy wonderland, offering ski resorts such as Heavenly and Squaw Valley. The towns around the lake, such as South Lake Tahoe, offer a variety of restaurants, shops, and entertainment venues, making it the perfect destination for travelers who want to experience a mix of outdoor activities and city life.
",Snow,Lake Tahoe CaliforniaNevada USA ,0.000011,0.000002,0.000003,0.000252,0.999733
421,"La Clusaz, France is a picturesque alpine village nestled in the French Alps, perfect for winter and summer tourism. With access to over 132 km of ski slopes, the resort town offers an ideal skiing experience in winter and various outdoor activities in summer. Visitors can enjoy hiking, mountain biking, and other outdoor activities in the surrounding mountains, while the village itself offers a range of quaint shops, restaurants, and cafes. The architecture, with traditional chalets and striking mountain views, is breathtaking. With a friendly atmosphere and a plethora of activities to enjoy, La Clusaz is a perfect destination for any traveler.",Snow,La Clusaz France  ,0,0,0,0,1
422,"La Plagne is an idyllic French ski resort nestled in the heart of the French Alps. With a range of exhilarating runs and pistes, it's an ideal destination for skiing enthusiasts of all levels. Despite its remote location, La Plagne offers a diverse range of activity options for visitors, including ice skating, tobogganing, and husky sledding. The local villages are full of character and charm, with a range of traditional architecture and local cuisine to explore. With friendly locals and breathtaking snowy vistas at every turn, La Plagne is an unforgettable destination for tourists seeking an adventure holiday in the Alps.",Snow,La Plagne France  ,0.000001,0.000012,0.00001,0.000012,0.999965
423,"La Rosiere is a charming ski resort located in southeastern France, close to the Italian border. As a tourist, you will be enchanted by the serene beauty of this winter wonderland surrounded by stunning Alpine scenery. The resort offers an impressive range of skiing and snowboarding opportunities, with over 160 kilometers of slopes and 37 lifts. The pistes are well-maintained, catering to beginners and experienced skiers alike. When you take a break from the slopes, you can enjoy the local cuisine and indulge in delicious French delicacies. The cozy atmosphere of La Rosiere makes it an ideal destination for a family-friendly winter holiday.",Snow,La Rosiere France  ,0.000001,0,0.000008,0.000002,0.999988
424,"La Tania is a beautiful mountain resort nestled in the heart of the French Alps, offering stunning views and endless outdoor activities. As a tourist, you'll find yourself surrounded by picturesque scenery, with snowcapped mountains and lush pine forests to explore. The resort itself is a cozy and welcoming place, with charming chalets, restaurants, and bars that cater to all tastes. Whether you're skiing, snowboarding, or simply enjoying the fresh mountain air, La Tania has something to offer everyone. So pack your bags, hit the slopes, and get ready for an unforgettable vacation in one of the most beautiful parts of France.",Snow,La Tania France  ,0.000005,0.000003,0,0.000053,0.999939
425,"La Thuile, Italy is a picturesque village situated in the Aosta Valley, surrounded by the stunning peaks of the Mont Blanc massif. Ski enthusiasts come here to experience the extensive skiing terrain, with challenging black runs and scenic family-friendly slopes. The charming village boasts a range of cozy restaurants serving delicious local cuisine, and traditional cafes for an Italian espresso. During the summer, visitors can embark on hiking and mountain biking adventures, exploring the breathtaking scenery. The area is also known for its charming local markets, where tourists can purchase artisanal items and souvenirs. La Thuile is the perfect destination for those seeking an authentic mountain getaway.",Snow,La Thuile Italy  ,0.000001,0,0.000002,0,0.999997
426,"Lenzerheide is a stunning Swiss resort town that offers an idyllic mountain escape for tourists. With picture-perfect scenery, serene lakes, and lush green forests, it's an ideal place to unwind and get closer to nature. Visitors can enjoy a wide range of outdoor activities here, including hiking, skiing, snowboarding, and mountain biking in the nearby mountains. The town itself is charming, with quaint shops selling local goods and delicious food. The quality of life here is excellent, making Lenzerheide a must-visit destination for anyone seeking a peaceful retreat in Switzerland.",Snow,Lenzerheide Switzerland  ,0.000098,0.000001,0.000129,0.000293,0.999479
427,"Les Arcs is a picturesque ski resort located in the French Alps, known for its stunning mountain landscapes, vast skiing terrain, and vibrant aprÃ¨s-ski culture. The resort is divided into four villages, all offering accommodation, restaurants and bars, souvenir shops and ski hire facilities. Les Arcs is home to over 200 kilometers of varied ski runs, providing an exhilarating experience for all levels of skiers and snowboarders. Non-skiers can take advantage of snowshoe hikes, ice-skating, spa treatments or take a breathtaking ride on the Aiguille Rouge cable car, which offers panoramic views of Mont Blanc and the surrounding Alps.",Snow,Les Arcs France  ,0.000001,0.000001,0.000001,0.000003,0.999994
428,"Les Deux Alpes is a beautiful ski resort nestled in the heart of the French Alps. From a tourist's perspective, it is a perfect destination for winter sports enthusiasts, with over 225 km of ski slopes, ranging from beginner to advanced levels. The resort also offers various activities such as ice skating, swimming, and snowshoeing. The town itself is quaint and picturesque, with charming cafes, traditional restaurants, and delightful mountain boutiques. Furthermore, Les Deux Alpes has an excellent nightlife scene, with lively bars and clubs open until the early hours of the morning. Overall, Les Deux Alpes is a stunning location that offers an unforgettable skiing experience for tourists from around the world.",Snow,Les Deux Alpes France  ,0.000011,0.000005,0.000011,0.000002,0.99997
429,"Situated in the French Alps, Les Gets is a charming and picturesque ski resort town that boasts stunning mountain views, powdery snow and a plethora of outdoor activities for visitors to enjoy. With a cozy and traditional atmosphere, Les Gets offers a range of accommodations from rustic chalets to luxurious hotels. The town is perfect for those who love winter sports, including skiing, snowboarding, and sledding. In the summer, visitors can hike, bike, and horseback ride, as well as enjoy a round of golf. Les Gets also offers a variety of shops, restaurants, and cafes for tourists to explore and indulge in the local cuisine.",Snow,Les Gets France  ,0.000018,0.000002,0.000004,0.000004,0.999973
430,"Les Menuires is an attractive ski resort located in the French Alps that has a lot to offer for tourists looking for an adventurous winter holiday. With its location in the 3 Valleys ski area, which boasts over 600km of interconnected ski slopes, visitors can expect to have plenty of skiing opportunities. Additionally, Les Menuires has a lively aprÃ¨s-ski scene with numerous bars and restaurants, making it enjoyable for both skiers and non-skiers. The resort also offers a range of activities such as snowshoeing and sledging for those looking for alternative winter experiences. Overall, Les Menuires is a must-visit destination for any winter sports enthusiast.",Snow,Les Menuires France  ,0.000001,0,0.000001,0,0.999998
431,"Leysin is a charming Alpine village nestled in the Swiss Alps. The picturesque town is characterized by its traditional Swiss chalets, lush greenery, and towering mountains. The area provides a perfect place for outdoor enthusiasts, offering activities such as skiing, hiking, and mountain biking. The views from the top are breathtaking, with the French and Swiss Alps creeping up in the distance. The region is famous for its cheese-making and chocolate, which should not be missed by any tourist. You can indulge in the local flavors and soak up the peaceful environment, making Leysin a fantastic retreat for Swiss enthusiasts.",Snow,Leysin Switzerland  ,0,0,0,0,0.999999
432,"Le Grand Bornand is a picturesque French skiing village that offers a perfect combination of nature, culture, and skiing. The stunning scenery of towering mountains and sprawling valleys is incredibly captivating. Every inch of the resort's space is beautifully maintained, ensuring maximum comfort and a remarkable experience for visitors. The village offers an impressive local market culture with numerous shops that sell locally made products. Apart from skiing, visitors can engage in other thrilling activities such as hiking, paragliding, and many more. During the winters, the village turns into a winter wonderland with charming snow-laden streets and awe-inspiring snow sport facilities.",Snow,Le Grand Bornand France  ,0.000002,0.00001,0.000005,0.000008,0.999974
433,"Livigno, Italy is a charming and scenic town located in the heart of the Italian Alps. As a tourist, Livigno offers a plethora of outdoor activities including skiing, snowboarding, hiking and mountain biking, making it a perfect destination for adventure seekers all year round. The town boasts stunning views of the surrounding mountains, unspoiled Alpine scenery, and a range of traditional Italian cuisine and drinks that will please any foodie. As a duty-free zone, the town is also a popular location for shopping and offers excellent value for money. The welcoming locals and relaxed atmosphere make Livigno a must-visit destination for anyone wanting to experience the best of Italian mountain life.",Snow,Livigno Italy  ,0.000002,0,0.000003,0.000002,0.999994
434,"Madonna di Campiglio is a charming ski resort town located in the Italian Alps. As a tourist, you'll be struck by the breathtaking natural beauty of the snow-capped mountains and quaint alpine villages. The town is known for its first-class skiing infrastructure, with plenty of ski lifts and slopes to choose from, catering to skiers of all skill levels. There are also a variety of shops, restaurants, bars, and cafes in the pedestrian-friendly center, offering traditional Italian fare and nightlife options. In the summer months, you can enjoy hiking, mountain biking, and other outdoor activities in the scenic alpine surroundings.",Snow,Madonna di Campiglio Italy  ,0,0,0,0,1
435,"Mammoth Lakes is a picturesque town known for its stunning natural beauty and outdoor activities. Surrounded by the grandeur of the Sierra Nevada Mountains, it's an outdoor lover's paradise. The town is nestled in a valley dotted with scenic lakes, offering a plethora of year-round recreational opportunities such as skiing, snowboarding, hiking, fishing, boating and camping. The village has a charming small town vibe with a good mix of restaurants, cafes, breweries and boutiques. The area is also famous for hot springs and the ancient volcanic craters. Overall, Mammoth Lakes is a perfect destination for adventure enthusiasts and nature lovers.",Snow,Mammoth Lakes California USA  ,0.000011,0,0.000011,0.000057,0.99992
436,"MegÃ¨ve is a picturesque mountain town located in the French Alps, popularly known for its skiing slope. The town offers an array of activities for tourists and visitors, including skiing, snowboarding, snowshoeing, and sightseeing. The traditional architecture and cobbled streets of the town add a charming ambiance that makes one's stay even more enjoyable. The town boasts numerous restaurants, cafes and boutiques offering local delicacies and souvenirs. Exploring the village square, ice-skating, and horse carriage rides can make one's winter holiday experience unforgettable. In summer, hiking in the mountains, biking through the town, and enjoying the stunning views is breathtaking.",Snow,Megeve France  ,0.000001,0,0.000001,0,0.999998
437,"MegÃ¨ve is a picturesque alpine village nestled in the French Alps, and it boasts of a stunning scenery and an array of activities that cater to all types of travelers. The quaint town exudes a welcoming, cozy charm, which invites visitors to stroll its narrow streets lined with traditional wooden chalets and stylish boutiques. Winter activities include skiing and snowshoeing, while summer visitors can enjoy hiking, biking, and rock climbing. The village is also known for its culinary offerings, as traditional cuisine and local alpine dishes are essential parts of the MegÃ¨ve experience. Above all, MegÃ¨ve is a perfect escape for individuals and families seeking a peaceful, rejuvenating holiday.",Snow,Megève France  ,0.000005,0.000001,0.000003,0.000001,0.999991
438,"Meribel is a picturesque ski resort town in the heart of the French Alps that offers visitors an unparalleled winter wonderland experience. With world-class skiing and snowboarding terrain, breathtaking mountain landscapes, and luxurious accommodations, this resort village is a perfect holiday destination for tourists. The town centre is bustling with shops, restaurants, and bars, and there are numerous aprÃ¨s-ski activities like ice-skating, spa treatments, and live music shows to keep you entertained. The friendly locals make you feel at home, and the stunning view of snow-capped peaks will leave you mesmerized. Meribel is truly a memorable destination for a winter getaway.",Snow,Meribel France  ,0,0,0,0,0.999999
439,"Nestled on the shores of Lake Geneva, Montreux combines natural beauty with cultural charm, making it a prime tourist destination. The picturesque town is famous for its jazz festival and the grand ChÃ¢teau de Chillon, a medieval castle set on the water's edge. Visitors can take a leisurely stroll on the promenade or hop on a steamboat to explore the surrounding towns. The streets are filled with boutique shops and quaint cafes that offer mouth-watering Swiss cuisine. The stunning mountain views and mild climate make Montreux a popular summer destination, while winter offers great skiing and snowboarding opportunities.",Snow,Montreux Switzerland  ,0.002439,0.000121,0.003784,0.012672,0.980984
440,"Mont Tremblant, Quebec is a popular tourist destination for its stunning natural beauty and world-class ski resort. The charming village overlooking the Laurentian Mountains offers a wide range of winter activities from skiing, snowboarding, snowshoeing to dogsledding, snowmobiling and even ice climbing. In summer, the mountain village transforms into a playground for outdoor enthusiasts with hiking, cycling, golfing, and canoeing. The pedestrian village is lined with cozy restaurants, boutique shops, and bars, perfect for aprÃ¨s-ski. The experience of scenic gondola ride to the mountaintop and panoramic views of the surrounding forests and lakes is not to be missed.",Snow,Mont Tremblant Quebec Canada  ,0,0,0,0.000001,0.999999
441,"Morillon is a quaint and charming French village nestled in the Haute-Savoie region, surrounded by majestic mountains and stunning natural beauty. With its picturesque cobbled streets and traditional architecture, the village offers a peaceful respite from the hustle and bustle of everyday life. As a tourist, you can indulge in a range of activities such as skiing, hiking, and mountain biking, or simply relax and take in the stunning views. The friendliness of the locals and the delicious French cuisine make Morillon a perfect tourist destination. Visitors can also explore nearby towns such as Samoens and scenic spots like the Giffre Valley and the Cascades du HÃ©risson.",Snow,Morillon France  ,0.000004,0.000005,0.000011,0.000017,0.999963
442,"Morzine, France is a charming and picturesque village located in the heart of the French Alps. Dubbed as a gateway to the Portes du Soleil ski resort, it's a popular destination for both winter and summer activities. The town offers a range of accommodation options, from cozy alpine chalets to luxurious hotels, and is home to several cafes, bars, and restaurants serving delicious local cuisine. Visitors can indulge in skiing, snowboarding, hiking, mountain biking, paragliding, and other outdoor activities. With its spectacular views, picturesque landscapes, and friendly locals, Morzine is a must-visit destination for those looking for adventure and relaxation in the heart of the French Alps.",Snow,Morzine France  ,0,0,0,0,1
443,"Murren is a charming alpine village located in the heart of the Swiss Alps, offering breathtaking panoramic views of the surrounding mountains. Its car-free streets offer a peaceful and serene atmosphere, perfect for hiking and exploring the beauty of the area. Visitors can access the village via cable car, which adds to the excitement and adventure of the trip. Murren is a popular destination for skiing, snowboarding, and other winter sports, but it also has plenty to offer in the summertime with its stunning hiking trails, traditional Swiss cuisine, and cozy accommodations. The village is a must-see for anyone looking to experience the beauty of Switzerland.",Snow,Murren Switzerland  ,0,0,0.000001,0.000005,0.999994
444,"Nendaz is a stunning alpine village nestled in the Swiss Alps. As a tourist, you can't ignore the incredible natural beauty that surrounds you, including majestic mountains and breathtaking views from every angle. The village has a welcoming atmosphere, and its charming architecture and winding streets are a delight to explore. You can enjoy a range of outdoor activities, such as skiing, snowboarding, hiking, and mountain biking, depending on the season. Nendaz is also home to a range of restaurants and bars, offering delicious local cuisine and an opportunity to soak in the ambiance of this idyllic Swiss town.",Snow,Nendaz Switzerland  ,0.000001,0,0.000005,0.000002,0.999993
445,"Park City is a charming town nestled in the mountains of Utah, USA, and is a popular destination for tourists who love skiing and snowboarding. The city is home to three world-class ski resorts, numerous ski runs, and a variety of winter activities. In addition to skiing, the town is also known for its vibrant art scene, with several galleries and museums showcasing local artists. Park City has a rich history, and tourists can explore it by visiting the Main Street shops, where they can dine on local cuisine and shop at independent boutiques. Overall, Park City is a picturesque and exciting destination for tourists who want to experience the best of Utah's winter culture.",Snow,Park City Utah USA  ,0.003169,0.325453,0.001104,0.001177,0.669098
446,"Peisey-Vallandry is a charming French mountain village, nestled in the heart of the Tarentaise Valley. The village boasts stunning alpine scenery, with several picturesque ski slopes and mountain trails for skiing, snowboarding, and hiking, making it the perfect destination for outdoor enthusiasts. The quaint village center is lined with cozy restaurants, cafes, and bars, offering mouth-watering local cuisine and drinks. The historic 17th-century chapels, the Baroque architecture, and the traditional chalets add to the village's charm. Overall, Peisey-Vallandry is a delightful and peaceful retreat, offering visitors a chance to escape the hustle and bustle of city life and immerse themselves in the serene beauty of the French Alps.",Snow,Peisey-Vallandry France  ,0,0,0,0,1
447,"Pila, Italy is a quaint resort town nestled in the Aosta Valley region of the Italian Alps. It boasts stunning panoramic views of the surrounding mountains and is a popular destination for skiing and other winter sports. The charming town center features cozy restaurants, bars and shops, and a variety of accommodations ranging from cozy chalets to luxury hotels. In the summer, Pila offers plenty of outdoor activities such as hiking, mountain biking and rock climbing. With its authentic Italian feel and breathtaking scenery, Pila is the perfect destination for anyone seeking a peaceful mountain retreat.",Snow,Pila Italy  ,0,0,0,0,0.999999
448,"Pontresina is a charming village nestled in the heart of the Swiss Alps. As a tourist, you will be blown away by its natural beauty and peaceful aura. Surrounded by snowcapped mountains and lush greenery, Pontresina offers hikes with breathtaking views, clean air and stunning vistas. As you stroll through the village, you will be welcomed by the sound of the mountain river flowing, and the refreshing scent of pine trees. You can indulge in the local cuisine, take a dip in the thermal spa, or simply relax in one of the many cafes and take in the stunning scenery around you. Overall, Pontresina is a must-visit destination for anyone who loves the outdoors and wants to experience some Swiss charm.",Snow,Pontresina Switzerland  ,0.000006,0.000003,0.000011,0.000026,0.999953
449,"Portes du Soleil is a picturesque holiday destination located amidst the mountains in France and Switzerland. It's a perfect place for skiing, mountain biking, hiking, and sightseeing. The region boasts of several charming Alpine villages, each with its unique character and culture. The friendly locals and breathtaking surroundings make it a perfect escape from the hustle and bustle of city life. With over 650 km of ski slopes, it's a paradise for skiing enthusiasts, while the summer months offer plenty of opportunities for outdoor adventures. The region's rich history and cultural heritage offer several opportunities to explore museums, exhibitions, and local food and beverages.
",Snow,Portes du Soleil FranceSwitzerland ,0.00001,0.00002,0.000009,0.000003,0.999958
450,"Quebec City is a charming and historic destination, boasting cobbled streets with charming cafes, shops, and restaurants. The UNESCO World Heritage Site of Old Quebec is the city's crown jewel, with handsome stone buildings, museums, and landmarks like the awe-inspiring Chateau Frontenac. From the bustling Petit Champlain district with its unique boutiques and galleries to the historic Place Royale with its small cafes, visitors can indulge in local delicacies like maple syrup and poutine. The city hosts events throughout the year, including the Winter Carnival, and visitors will be enchanted by the colorful architecture, lively culture, and scenic beauty of the St. Lawrence River.",Snow,Quebec City Quebec Canada  ,0.00002,0.000151,0.000038,0.000003,0.999788
451,"Reykjavik is a picturesque city situated on the coast of Iceland. As a tourist, you'll find a unique charm in the colorful houses and sprawling landscape. The city is known for its vibrant art and music culture, with many live performances and galleries to explore. Reykjavik is also a great place to experience Icelandic food, such as fresh seafood and traditional dishes like lamb stew. In the city center, you'll find numerous shops, cafes, and bars to keep you entertained. For those seeking adventure, Reykjavik is the perfect base for exploring Iceland's natural wonders, including geothermal hot springs and majestic waterfalls.",Snow,Reykjavik Iceland  ,0.865116,0.074883,0.041387,0.007895,0.01072
452,"Saas-Almagell is a picturesque Swiss village located in the stunning Saas Valley. As a tourist, the first thing you'll notice is the abundance of natural beauty. Surrounded by towering mountains, crystal-clear streams and pristine forests, this charming village is a perfect base for outdoor activities such as hiking, skiing, and mountain biking. The village also features traditional Swiss architecture, including wooden houses with flowerboxes and beautiful local churches. You can experience a true alpine lifestyle by exploring the natural surroundings, enjoying Swiss cuisine or relaxing in one of the quaint, cozy village hotels. Overall, Saas-Almagell offers a unique glimpse into Swiss culture and nature that is unmatched anywhere else.",Snow,Saas-Almagell Switzerland  ,0.000042,0.000002,0.000054,0.00007,0.999832
453,"Saas-Grund is a picturesque and charming village located in the heart of the Swiss Alps, surrounded by breathtaking mountain peaks and lush Alpine meadows. As a tourist, you will be captivated by its serene and tranquil atmosphere, perfect for a relaxing getaway. The village is home to traditional Swiss architecture, making it an ideal destination for culture enthusiasts. Adventure seekers will find an array of exhilarating outdoor activities, such as hiking, skiing, and mountain biking. The panoramic views of the majestic Alps from Saas-Grund are nothing short of spectacular, leaving tourists in awe of their natural beauty. Overall, Saas-Grund offers a refreshing escape from the hustle and bustle of daily life.",Snow,Saas-Grund Switzerland  ,0.000004,0.000002,0.000007,0.000011,0.999977
454,"Samnaun is a charming alpine village nestled in the Swiss Alps, well-known for its duty-free shopping, stunning mountain scenery and world-class skiing. As a tourist, one can explore its picturesque streets, lined with traditional Swiss chalets and shops selling a wide range of duty-free goods. The village also features an extensive network of hiking and biking trails that showcase the regionâs lush forests and sparkling waterways. In winter, visitors can hit the slopes of the nearby Silvretta Arena ski resort or enjoy a leisurely sled ride down the mountain. With its quaint charm, natural beauty, outdoor adventures, and bustling shopping scene, Samnaun offers something for everyone.",Snow,Samnaun Switzerland  ,0,0.000002,0,0,0.999997
455,"Samoens, France is a charming alpine village in the Haute-Savoie region of the French Alps. As a tourist, you will immediately be struck by the traditional architecture, with its wooden chalets and slate roofs, that gives the village a warm and rustic feel. In the summer, the area is popular for hiking and mountain biking, with numerous trails leading up into the surrounding mountains. The village is also well-known for its natural waterfalls and lush forests, offering a peaceful escape from the hustle and bustle of city life. In the winter, Samoens is a popular ski resort, with access to the Grand Massif ski area and over 265km of slopes.",Snow,Samoens France  ,0,0.000002,0.000001,0.000001,0.999995
456,"As a tourist, Selva Val Gardena, Italy is an idyllic Alpine village nestled in the heart of the Dolomite Mountains, with a charming blend of traditional Tyrolean architecture and modern amenities. The picturesque landscape provides breathtaking views of snow-capped mountains, verdant forests and crystal-clear streams, making it a paradise for nature lovers and outdoor enthusiasts. The village has an array of restaurants, cafÃ©s, shops and markets, offering delicious local cuisine, handcrafted souvenirs, and fresh produce. With endless opportunities for skiing, snowboarding, hiking, and mountain biking, Selva Val Gardena is an all-seasons destination, perfect for a memorable vacation with friends or family.",Snow,Selva Val Gardena Italy  ,0.000007,0.000017,0.000005,0.000041,0.99993
457,"Serre Chevalier is a stunning alpine resort in the southeastern region of France, renowned for its scenic views and excellent skiing facilities. The resort boasts over 250 km of ski slopes, ranging from beginner to advanced levels, making it ideal for skiers of all abilities. Beyond skiing, there are many other activities on offer, including ice skating, snowshoeing, and aprÃ¨s-ski entertainment. The charming Alpine villages of the area provide a warm and cozy atmosphere, ideal for unwinding and experiencing the local cuisine. With its breathtaking landscapes, Serre Chevalier is a perfect destination for ski enthusiasts and nature lovers alike.",Snow,Serre Chevalier France  ,0.000001,0.000001,0.000001,0.000001,0.999996
458,"Sestriere is a charming alpine town situated in the Piedmont region of Italy. It is a popular destination for winter sports enthusiasts with its stunning ski slopes, top-quality hotels, and lively aprÃ¨s ski scene. The town boasts a diverse range of shops, bars, and restaurants offering authentic Italian cuisine, while the scenic views of the surrounding mountain ranges can be enjoyed from various points across the town. Sestriere also has a rich cultural heritage, with historic buildings and landmarks, such as the San Edoardo Church and the Olympic Village, which hosted the 2006 Winter Olympics. All in all, Sestriere is the perfect destination for a winter sports holiday, offering a unique blend of adventure, relaxation, and culture.",Snow,Sestriere Italy  ,0.000017,0.000009,0.000001,0,0.999971
459,"St. Gervais is a charming and picturesque town located in the French Alps that is a must-visit destination for travelers looking for a relaxing holiday in the mountains. The town is surrounded by snow-capped peaks and breathtaking natural beauty that provides endless opportunities for skiing, hiking, and other outdoor activities. Visitors can explore the quaint streets lined with cafes, restaurants, and shops selling local products, such as cheese and chocolates. St. Gervais is also renowned for its hot springs and wellness spas that offer the ultimate relaxation experience. Overall, St. Gervais is a perfect destination for nature lovers and those seeking to unwind in a stunning setting.",Snow,St. Gervais France  ,0.00115,0.000003,0.000531,0.000602,0.997713
460,"St. Moritz is a picturesque and luxurious winter resort town nestled in the Engadin Valley of Switzerland. Surrounded by stunning snow-capped mountains, it is a paradise for winter sports enthusiasts, offering world-class skiing, snowboarding, and ice-skating. The town also boasts posh boutiques, designer shops, and elegant cafes, making it a favorite among the wealthy and fashionable. The vibrant nightlife is a mix of elegant bars and clubs where visitors can dance the night away. St. Moritz also offers a range of cultural attractions, including art galleries and museums, showcasing the local history and traditions. All in all, St. Moritz is a dream vacation destination for those seeking a luxurious and unforgettable winter getaway.",Snow,St. Moritz Switzerland  ,0.000021,0.000006,0.000016,0.000001,0.999957
461,"Tignes-Val d Isere is a perfect winter destination for those seeking a thrilling snow adventure. It is a paradise for snow sports enthusiasts, with vast ski areas, ideal slopes, a variety of ski lifts, and incredible off-piste skiing. The snowy landscapes surrounding Tignes-Val d Isere offer a breathtaking view and a pleasant environment for relaxation. The place also offers non-skiing activities, like ice diving, snowmobiling, and snowshoeing, making it a perfect holiday getaway for adventure lovers. Additionally, there are various restaurants, shops, and spa facilities to pamper yourself after a long day of skiing. Overall, Tignes-Val d Isere offers everything a tourist can ask for in a winter vacation.",Snow,Tignes-Val d Isere France  ,0.000009,0.000001,0.000002,0.000011,0.999978
462,"Tromso is the largest city in Northern Norway, known for its stunning landscapes, vibrant culture, and unique attractions. As a tourist, you can enjoy the breathtaking views of the Northern Lights or take a cable car to the top of a mountain for panoramic views of the city. Take part in husky sledging or reindeer sleighing, experience the Sami culture, explore the Arctic Cathedral, Polaria Aquarium or visit one of the many museums that showcase the region's nautical history. With lively bars, cafes and restaurants, Tromso offers plenty of opportunities for visitors to indulge in Scandinavian cuisine and immerse themselves in the local culture.",Snow,Tromso Norway  ,0.000013,0.000037,0.000027,0.000012,0.99991
463,"Valloire, France is a charming alpine village tucked away in the midst of the French Alps. As a tourist, you will be amazed by its stunning mountain scenery, snow-capped peaks, and traditional alpine architecture. This small town is perfect for winter sports enthusiasts, as there are numerous ski resorts and superb snowboarding spots in the surrounding mountains. The town also boasts many outdoor activities including snowshoeing, ice-skating, and sleigh riding. Valloire is also known for its local produce and heritage, with a variety of eateries serving regional dishes such as Savoyard fondue, raclette, and tartiflette made with locally produced cheese. Overall, Valloire offers an authentic French mountain experience that is perfect for those looking for a peaceful retreat in a beautiful alpine setting.",Snow,Valloire France  ,0.000003,0.000002,0.000004,0.000001,0.999991
464,"Valmeinier is a charming alpine village nestled in the heart of the French Alps. Surrounded by stunning mountain peaks and lush green valleys, it offers breathtaking scenery and an atmosphere of tranquility and relaxation. As a visitor, you can enjoy a range of outdoor activities, including skiing, snowboarding, and hiking, among others. The village has a friendly and welcoming ambiance, with a variety of restaurants, bars, and shops to explore. The local cuisine is also a highlight, with traditional French dishes and local specialties that are sure to tantalize your taste buds. Overall, Valmeinier is a fantastic destination for anyone seeking a peaceful and unforgettable mountain getaway.",Snow,Valmeinier France  ,0.000003,0,0.000001,0.000001,0.999995
465,"Valmorel is a picturesque ski resort town situated in the French Alps that offers breathtaking views of snow-capped mountains, charming timbered buildings, and winding streets. As a tourist, you will be thrilled with the range of outdoor activities at your disposal, including skiing, snowboarding, snowshoeing, and hiking. The town has a range of quaint shops, cafes, and restaurants where you can try local French cuisine or shop for souvenirs. You can also visit the nearby spa for a relaxing massage after a long day on the slopes. Overall, Valmorel offers a perfect mix of adventure, beauty, and relaxation for the ultimate winter vacation.",Snow,Valmorel France  ,0.000006,0,0.000001,0.000001,0.999992
466,"Val Cenis is a picturesque Alpine village nestled in the heart of the French Alps. As a tourist, you'll be mesmerized by the breathtaking views of snow-capped peaks, scenic lakes, and lush pine forests. The village boasts a rich history dating back to the Roman times and is dotted with historic architecture, museums, and art galleries. A major attraction is the Vanoise National Park which houses a diverse range of flora, fauna, and hiking trails. The resort town is also popular for skiing, snowboarding, and snowshoeing during winters and hiking, cycling, and paragliding during summers. Come and experience the beauty and adventure of Val Cenis!",Snow,Val Cenis France  ,0.000002,0.000002,0.000008,0.000018,0.999969
467,"Val di Fassa is a picturesque Alpine valley in the north-east of Italy's Trentino region, surrounded by the towering Dolomite Mountains. It offers visitors breath-taking views of the rugged mountain landscape, as well as a wide range of outdoor activities. The area is renowned for its skiing, with several world-renowned ski resorts located within close proximity, but also for hiking, biking, and climbing in the summer months. The valley is dotted with charming towns and villages, where visitors can enjoy local cuisine, traditions and culture. A visit to Val di Fassa is a journey through a magical land of natural beauty and outdoor adventure.",Snow,Val di Fassa Italy  ,0.00018,0.000009,0.000107,0.004875,0.994829
468,"Val d'Anniviers is a breathtakingly beautiful valley in the canton of Valais, Switzerland. It's an ideal destination for tourists, offering stunning views of rugged mountains, quaint alpine villages, and crystal-clear streams. There are numerous hiking and biking trails here, each offering scenic vistas of the surrounding peaks. During the winter months, Val d'Anniviers is a coveted skiing destination, with miles of powdery slopes and world-class ski resorts. Traditional Swiss cuisine is available at many restaurants in the area. Visitors can also enjoy live music and other cultural events in the region. Overall, Val d'Anniviers is the perfect Swiss getaway for nature lovers and outdoor enthusiasts.",Snow,Val d Anniviers Switzerland  ,0.000002,0.000003,0.000011,0.002311,0.997674
